name	rank	last_changed	profile_group	habitat	flying	diet

Brasilentulus africanus	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Brochymena quadripustulata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	yes	carnivore

Brumoides suturalis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	carnivore

Brunneria borealis	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Bubas bison	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Buenoa antigone	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Buenoa dactylis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Buenoa scimitra	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Buthus occitanus	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	desert	no	carnivore

Byrsotria fumigata	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Caecilius fuscopterus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	forest	no	herbivore

Caenis simulans	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	herbivore

Caenocholax fenyesi	GenusAndSpecies	2025-05-01 23:11:52	Strepsiptera	forest, grassland	no	parasite

Calathus fuscipes	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Caligo memnon	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Callibaetis floridanus	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Callicorixa vulnerata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Callientomon chinensis	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Calliphora vomitoria	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	herbivore

Callipogon relictus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Calliptamus italicus	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Calomera littoralis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Calopteryx splendens	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Calosoma sycophanta	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Calvia quatuordecimguttata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	herbivore

Campodea augens	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Campodea barberi	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Campodea boneti	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Campodea bremondi	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Campodea californiensis	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Campodea chardardi	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Campodea fragilis	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Campodea plusiochaeta	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Campodea quilisi	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Campodea silvestrii	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Campodea sprovierii	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Campodea staphylinus	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Camponotus abdominalis	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus atriceps	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus castaneus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus chromaiodes	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus clarithorax	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	carnivore

Camponotus fellah	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus festinatus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus floridanus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus gigas	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus herculeanus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus japonicus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus ligniperda	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus modoc	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus nearcticus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus novaeboracensis	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus pennsylvanicus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	detritivore

Camponotus reticulatus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus rufipes	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus sansabeanus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Camponotus sericeiventris	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Candona candida	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	detritivore

Canthon virens	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Capnia vernalis	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	herbivore

Carabus auratus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Caribena versicolor	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Catharsius molossus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	parasite

Catocala ilia	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Centris pallida	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Centrobolus splendidus	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	soil	no	herbivore

Centroptilum triangulifer	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Centruroides sculpturatus	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	desert	no	carnivore

Cerambyx cerdo	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Cerastipsocus venosus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Ceratophyllus gallinae	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Cethosia cyane	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Chaerilus celebensis	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	soil	no	carnivore

Chaetopsylla globiceps	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Chaetospania reticulata	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	herbivore

Chalybion californicum	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland	yes	herbivore

Chaoborus americanus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater	yes	negavore

Charinus bengalensis	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Charinus cavernicolus	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Charinus insularis	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Charinus ioanniticus	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Charinus ioelaps	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Charinus pescotti	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Cheilonycha chalybea	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Cheilosia illustrata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	parasite

Chelicerca aegyptiaca	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	detritivore

Chelicerca vicina	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	herbivore

Chelifer cancroides	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	carnivore

Cheliomyrmex andicola	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	detritivore

Cheumatopsyche lepida	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	herbivore

Cheyletiella yasguri	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	forest, soil	no	parasite

Chicobolus spinigerus	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	forest	no	herbivore

Chilobrachys fimbriatus	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Chilocorus stigma	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	carnivore

Chinavia hilaris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	yes	herbivore

Chlaenius tricolor	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Chlorida festiva	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Chloronia mexicana	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Chloronia mirifica	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Chloronia socia	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Chloroperla tripunctata	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	detritivore

Chlorotettix necopinus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Choeradodis rhombicollis	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Chorthippus brunneus	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Chromagrion conditum	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Chrysops callidus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	parasite

Chrysops fulvaster	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Chrysops niger	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	parasite

Chrysops relictus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Chrysotoxum bicinctum	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	herbivore

Chthonius ischnocheles	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	herbivore

Cicada orni	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Cicadulina mbila	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Cicindela campestris	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cicindela dorsalis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cicindela formosa	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cicindela hybrida	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Cicindela limbalis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Cicindela purpurea	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cicindela repanda	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cicindela sexguttata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, freshwater	no	carnivore

Cicindela tranquebarica	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cleonus punctiventris	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	parasite

Clivina fossor	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Clonistria modesta	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Clothoda nobilis	GenusAndSpecies	2025-05-01 23:11:52	Embioptera	forest	no	herbivore

Coccinella septempunctata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	yes	carnivore

Coccinella undecimpunctata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	yes	carnivore

Coecobrya tenebricosa	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	herbivore

Coenagrion puella	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Colias croceus	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Colletes inaequalis	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Columbicola columbae	GenusAndSpecies	2025-05-01 23:11:52		soil	no	parasite

Conocephalus strictus	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Conotrachelus nenuphar	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Copris lunaris	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Coproporus ventriculus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Coptotermes formosanus	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	forest	no	detritivore

Coquillettidia perturbans	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	herbivore

Coranus aethiops	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Cordulegaster boltonii	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Coreus marginatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Corioxenos texanus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	parasite

Corisella edulis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Corixa affinis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Corixa dentipes	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Corixa geoffroyi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Corixa iberica	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Corixa mercenaria	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Corixa panzeri	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Corixa punctata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Corixa robusta	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Corydalus affinis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Corydalus amazonas	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Corydalus bidenticulatus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Corydalus cornutus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Corydalus luteus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Corydalus maculatus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Corydalus magnus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Corydalus nubilus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater, soil	yes	carnivore

Corydalus peruvianus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Corydalus regalis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Corydalus texanus	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Corydidarum magnifica	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Cosmodela aurulenta	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cosmopepla lintneriana	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	yes	parasite

Cosmopolites sordidus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Craterostigmus tasmanianus	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Creobroter gemmatus	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Creophilus maxillosus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cryptocandona vavrai	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	herbivore

Cryptocellus abaporu	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Cryptocellus brunneus	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Cryptocellus centralis	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Cryptocellus devotus	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Cryptocellus foedus	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Cryptocellus goodnighti	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Cryptocellus leleupi	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Cryptocellus muiraquitan	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	detritivore

Cryptocellus narino	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Cryptocellus osvaldoi	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Cryptocellus selva	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Cryptocellus tarsilae	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Cryptocorynetes longulus	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater	no	detritivore

Cryptops hortensis	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Cryptotermes brevis	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	forest	no	detritivore

Cryptotympana mandarina	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Ctenocephalides canis	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Ctenocephalides felis	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Ctenolepisma africanum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma almeriense	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma barchanicum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma bicolor	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma bidessini	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma calvum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	parasite

Ctenolepisma ciliatum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma cinereum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma dubium	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma guadianicum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma lineata	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma lineatum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma longicaudata	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma michaelseni	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma nadineae	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma nicoletii	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma punctulatum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma quadriseriatum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma rothschildi	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma sericatum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Ctenolepisma targionii	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma vieirai	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma villosa	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Ctenolepisma villosum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Culex pipiens	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	herbivore

Culex quinquefasciatus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	yes	parasite

Culicoides imicola	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, soil	yes	parasite

Curculio nucum	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Curicta mexicana	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Curicta pronotata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Curicta scorpio	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Cylas formicarius	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Cylindera germanica	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Cylisticus convexus	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater, soil	no	herbivore

Cyphoderus albinus	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Cyprideis torosa	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	marine	no	detritivore

Cypridopsis vidua	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	detritivore

Cyriopagopus lividus	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Cytherura gibba	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	marine	no	detritivore

Daesiella pluridens	GenusAndSpecies	2025-05-01 23:11:52	Solifugae	desert	no	carnivore

Damalinia bovis	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	forest, grassland	no	parasite

Damon annulatipes	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Damon diadema	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Damon medius	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Danaus plexippus	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Daphnia ambigua	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia cephalata	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia coronata	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	carnivore

Daphnia cucullata	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia dentifera	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia galeata	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia hyalina	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia laevis	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia longispina	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia lumholtzi	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia magna	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	parasite

Daphnia middendorffiana	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia nepalensis	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia obtusa	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	detritivore

Daphnia occidentalis	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater, urban	no	carnivore

Daphnia propinqua	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia pulex	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia retrocurva	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia similis	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Daphnia thorata	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Darwinula stevensoni	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	detritivore

Dasypsyllus gallinulae	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Dasysyrphus tricinctus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	herbivore

Davus pentaloris	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Deinocerites cancer	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	no	parasite

Delamarentulus tristani	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Delphacodes kuscheli	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Deltocephalus flavicosta	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Deltocephalus pulicaris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Deltochilum valgum	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

